included	classification_title	N	title	abstract
NaN		1855	"Sorensen, H. T. (2016). """"I-determinants for a successful PhD or postdoctoral outcome."""" Clinical Epidemiology 8: 297-303."""""	" Many resources are invested in research training, but very little literature exists on predictors for a successful PhD and postdoctoral training outcome. A PhD program has two overall objectives: to extend knowledge about a hopefully important health topic and to provide extensive training to improve the PhD student's skills through learning research methods and collaboration. A substantial number of PhD students may run into some kind of problem in the course of their PhD program. In this article, some determinants all starting with an ""I"""" and indicative of a good PhD outcome are reported. The successful PhD student can be described as having an Interest in the PhD program, an Incentive for the program, and an Idea of what he or she wants to investigate, showing Initiative, and having high personal Integrity and good Interpersonal relationships. When these so-called I-determinants are present, the likelihood of success in a PhD program is high. More evidence is available for selection of candidates for postdoctoral appointments since it is known that the postdoctoral candidate has completed a PhD program, published papers in peer-reviewed journals, and received awarded grants. However, other characteristics determine a successful transition of the postdoctoral candidate into a research leader. These determinants are Identity, Independence and Image, Implementation ability in terms of being able to implement decisions and projects, working with Innovative and Important topics, having In-depth knowledge of the research topic, being Interactive and Integrated with the scientific community, and Internationally oriented. In conclusion, regardless of the framework of research, the personal characteristics of a researcher play a very important role in the quality of research. Application of some of the principles mentioned in this article might allow decision to reach a more evidence-based way to recruit PhD students and postdoctorals."""""
NaN		1856	"Sormunen, K., et al. (2014). """"Finnish Science Teachers' Views on the Three Stage Model."""" Science Education International 25(2): 14."""""	" The core idea of the PROFILES project is to support science teachers' continuous professional development. The instructional innovation of the PROFILES is the so called Three Stage Model (TSM) which aims to arouse students' intrinsic motivation, to offer a meaningful inquiry-based learning environment and to use the science learning in socio-scientific decision making. Incorporation of innovations, like the PROFILES philosophy with the TSM, in teachers' daily work is seen here as a frame for their professional development in science teaching. When introducing a new instructional model, e.g., the TSM, to be implemented in science teaching, it is important to first listen to the teachers and grasp their initial views. This is organized by the use of focus group interviews during the first teacher meeting in the Finnish PROFILES program in order to find out, what kind of prior views the teachers have related to the TSM, to its planning and to its implementation in the classroom. The results of this study reveal crucial points that need attention within teacher professional development to implement the TSM. The teachers need, also, to be encouraged to place more trust in their students' abilities: detailed instructions (structured inquiry) might not be needed unless the students ask for them. When the PROFILES-like projects pay attention to explicit consideration to the classroom and school contexts in which teachers work, and emphasize the opportunities to implement new pedagogies in these contexts, teachers can develop strategies for overcoming such constraints. Acknowledging the teacher's voice is a crucial factor for adapting any professional development towards teachers' ownership of new developments."""
NaN		1858	"Spallek, H., et al. (2008). """"Supporting Emerging Disciplines with e-Communities: Needs and Benefits."""" Journal of Medical Internet Research 10(2)."""""	" Background: Science has developed from a solitary pursuit into a team-based collaborative activity and, more recently, into a multidisciplinary research enterprise. The increasingly collaborative character of science, mandated by complex research questions and problems that require many competencies, requires that researchers lower the barriers to the creation of collaborative networks of experts, such as communities of practice (CoPs). Objectives: The aim was to assess the information needs of prospective members of a CoP in an emerging field, dental informatics, and to evaluate their expectations of an e-community in order to design a suitable electronic infrastructure. Methods: A Web-based survey instrument was designed and administered to 2768 members of the target audience. Benefit expectations were analyzed for their relationship to (1) the respondents' willingness to participate in the CoP and (2) their involvement in funded research. Two raters coded the respondents' answers regarding expected benefits using a 14-category coding scheme (Kappa = 0.834). Results: The 256 respondents (11.1% response rate) preferred electronic resources over traditional print material to satisfy their information needs. The most frequently expected benefits from participation in the CoP were general information (85% of respondents), peer networking (31.1%), and identification of potential collaborators and/or research opportunities (23.2%). Conclusions: The competitive social-information environment in which CoPs are embedded presents both threats to sustainability and opportunities for greater integration and impact. CoP planners seeking to support the development of emerging biomedical science disciplines should blend information resources, social search and filtering, and visibility mechanisms to provide a portfolio of social and information benefits. Assessing benefit expectations and alternatives provides useful information for CoP planners seeking to prioritize community infrastructure development and encourage participation."""
NaN		1857	"Spallek, H., et al. (2008). """"Supporting emerging disciplines with e-communities: Needs and benefits."""" Journal of Medical Internet Research 10(2): 110-125."""""	" Background: Science has developed from a solitary pursuit into a team-based collaborative activity and, more recently, into a multidisciplinary research enterprise. The increasingly collaborative character of science, mandated by complex research questions and problems that require many competencies, requires that researchers lower the barriers to the creation of collaborative networks of experts, such as communities of practice (CoPs). Objectives: The aim was to assess the information needs of prospective members of a CoP in an emerging field, dental informatics, and to evaluate their expectations of an e-community in order to design a suitable electronic infrastructure. Methods: A Web-based survey instrument was designed and administered to 2768 members of the target audience. Benefit expectations were analyzed for their relationship to (1) the respondents’ willingness to participate in the CoP and (2) their involvement in funded research. Two raters coded the respondents’ answers regarding expected benefits using a 14-category coding scheme (Kappa = 0.834). Results: The 256 respondents (11.1% response rate) preferred electronic resources over traditional print material to satisfy their information needs. The most frequently expected benefits from participation in the CoP were general information (85% of respondents), peer networking (31.1%), and identification of potential collaborators and/or research opportunities (23.2%). Conclusions: The competitive social-information environment in which CoPs are embedded presents both threats to sustainability and opportunities for greater integration and impact. CoP planners seeking to support the development of emerging biomedical science disciplines should blend information resources, social search and filtering, and visibility mechanisms to provide a portfolio of social and information benefits. Assessing benefit expectations and alternatives provides useful information for CoP planners seeking to prioritize community infrastructure development and encourage participation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"""
NaN		1859	"Spice, R., et al. (2011). """"Design and implementation of an online course on research methods in palliative care: Lessons learned."""" Journal of Palliative Medicine 14(4): 413-419."""""	" Background: Research capacity in palliative and end-of-life care is less than some other fields of medicine where there is a longer track record of biomedical research. Palliative medicine clinicians often receive little or no formal research training during their postgraduate education  hence, education efforts may prove pivotal to increasing palliative care research capacity. To that end, our group established a national online training program on palliative care research methodologies, called Foundations of Palliative Care Research. This report describes the development and implementation of the course, and its evaluation. To inform decisions on the overall course objectives, length, design, and implementation, formal needs assessments were conducted through surveys of Canadian palliative medicine residency program directors and of Canadian palliative medicine residents. Methods: A 12-week, online, module-based course was designed. The first iteration of the course was offered to English-speaking palliative medicine residents from across Canada between October 2008 and March 2009. The course utilized Web-based communication methods, and was delivered using a combination of asynchronous and synchronous learning strategies and activities. Results: Ten palliative care residents from different parts of the country registered and all completed the course with passing marks. Participants evaluated the course through a post course survey. The formal evaluation of the course, along with successes, challenges, and lessons applicable to future ventures, are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"""
NaN		1860	"Splan, R. K., et al. (2011). """"Undergraduate Research in Agriculture: Constructivism and the Scholarship of Discovery."""" Journal of Agricultural Education 52(4): 56-64."""""	" Experiential learning is a hallmark of undergraduate education programs in the agricultural sciences, and is aligned with constructivist learning theory. This interpretivist qualitative study used historical research methodology to analyze the epistemological underpinnings of constructivism and explore the construct's relationship to undergraduate research, a particular experiential learning context which extends a student's knowledge to scholarly application through discovery-based problem solving. Two pedagogical principles of constructivist learning theory emerged: that learning should be authentic, active and student-centered, and that it must also be facilitated through social negotiation. Both factors are inherent in the learning process when faculty mentors scaffold the creation of new knowledge via undergraduate research. Agricultural educators can take advantage of parallels between constructivism and the scholarship of discovery."""
NaN		1861	"Sporea, A. and D. Sporea (2014). """"ROMANIAN TEACHERS PERCEPTION ON INQUIRY-BASED TEACHING."""" Romanian Reports in Physics 66(4): 1253-1268."""""	" The paper analyses the results of a survey related to the perception of preschool teachers on the way they implement in science classes inquiry-based methods. The survey is based on the ""Self-reflection tool for kindergarten teachers"""", developed in the frame of the FP7 project """"Fibonacci"""", and it is, according to authors' knowledge, the first report on the application of this tool at European level. Six pre-school teachers were asked to fill a questionnaire of 38 questions associated to criteria reflecting inquiry-based science education (IBSE) practice concerning: teacher's relation with learners""  pupils' activities in science class  pupils' records in science learning."""
NaN		1869	"Spronken-Smith, R. A., et al. (2011). """"Redesigning a curriculum for inquiry: An ecology case study."""" Instructional Science 39(5): 721-735."""""	" This article reports on an interdisciplinary ecology degree that was redesigned to provide more research activity for undergraduates. A case study approach explored how the teaching team constructed a curriculum that used inquiry activities. The development of an inquiry curriculum was enabled by a University audit focusing on the links between teaching and research, a Programme Review that signalled a need for change, and a Programme Director and group of academics committed to change. In addition, curriculum planning discussions were facilitated by an academic staff developer, who developed a shared vision for an inquiry approach during extended conversations amongst the planning group. Consequently, the new programme progressively develops inquiry skills in four out of five core courses (papers/modules). At stages 1 and 2, structured, guided and open inquiry activities lead to an open inquiry capstone course at stage 3. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"""
NaN		1863	"Spronken-Smith, R. and M. Hilton (2009). """"Recapturing quality field experiences and strengthening teaching-research links."""" New Zealand Geographer 65(2): 139-146."""""	" Because of unwieldy numbers, and in an attempt to strengthen teaching-research links, the teaching team of 'Field Research Methods' discarded a class fieldtrip in favour of more flexible fieldwork. The new approach continues to use inquiry-based learning but has research problems more closely linked to staff interests. Students are responsible for most aspects of the research process including some logistical planning of fieldwork. Although often anxious at first, students welcomed this approach and appreciated the host of transferable and research skills they developed. Tutors benefited from the enhanced learning outcomes for students and a strengthening of teaching-research links."""
NaN		1866	"Spronken-Smith, R. and R. Walker (2010). """"Can Inquiry-Based Learning Strengthen the Links between Teaching and Disciplinary Research?"""" Studies in Higher Education 35(6): 723-740."""""	" Inquiry-based learning has been promoted as a student-centred approach that can strengthen the links between teaching and research. This article examines the potential of inquiry-based learning to strengthen the teaching-research nexus by analysing three case studies: a ""structured inquiry"""" third-year endocrinology medicine module, a """"guided inquiry"""" second-year political communications course and an """"open inquiry"""" third-year ecology course. The relation between teaching and research differed significantly amongst these three cases and led to a reconceptualisation of inquiry-based learning. A model was then developed to link the focus of learning (using Levy's framing of information or discovery-oriented inquiry) with the level of independence and the potential strength of the teaching-research nexus. The findings show that, if teachers are aiming for strong links between teaching and research, they should adopt an open, discovery-oriented inquiry-based learning approach. However, more structured and guided forms of inquiry can be useful to progressively develop particular inquiry skills. (Contains 3 tables and 4 figures.)"""""
NaN		1864	"Spronken-Smith, R. and S. Kingham (2009). """"Strengthening Teaching and Research Links: The Case of a Pollution Exposure Inquiry Project."""" Journal of Geography in Higher Education 33(2): 241-253."""""	" In recent years there has been a move towards the strengthening of teaching and research links in the undergraduate curriculum. Inquiry-based learning offers an opportunity for students to engage in research tasks and consequently students can develop valuable research skills, as well as working on projects aligned to staff research interests. This paper describes a third-year undergraduate geography inquiry project exploring the factors that impact on personal exposure to nitrogen dioxide. Students were required to wear passive pollution samplers over a two-week period, and to collect information about their daily regimes. The project involved analysing the air pollution exposure and relating the exposure to factors such as time spent in various environments, and meteorological influences. Standard course evaluations and focus-group data provided a means to evaluate the success of the project. Course evaluations have improved since the introduction of the project and students value the project because of the greater understanding that comes from being a research subject, learning about the research process and the development of analytical skills. However, students had not fully realized the range of research skills they had acquired through the project. In the future, the aims and outcomes of the project will be made more explicit and the reflective element will be expanded to ensure students reflect on their learning in the course. The teaching team must be cognizant of the fact that inquiry exercises can take geography students outside their comfort zone in terms of learning styles, and thus provide appropriate support. (Contains 2 notes, 1 table and 2 figures.)"""
NaN		1862	"Spronken-Smith, R., et al. (2008). """"Where Might Sand Dunes Be on Mars? Engaging Students through Inquiry-Based Learning in Geography."""" Journal of Geography in Higher Education 32(1): 71-86."""""	" This paper encourages readers to experiment with inquiry-based learning (IBL) in their courses in the interest of identifying more diverse styles of instruction, and developing a wider understanding of the advantages and disadvantages of the methodology. The aims of the paper are to unpack the meanings of IBL, describe some uses of IBL in geography, and discuss their benefits and challenges for students and teachers. IBL is essentially a question-driven, philosophical approach to teaching that involves active, student-centred learning. The teacher acts principally as a facilitator or mentor, guiding and encouraging students through the inquiry process. Examples of IBL are presented, ranging from questioning exercises embedded in the class, through to entire courses or degrees using an inquiry-based approach. Students can benefit greatly from IBL since they are active in the learning process, can have improved understanding, more enjoyable learning, develop valuable research skills, achieve higher-order learning outcomes and perform better academically. Teachers can also benefit through a strengthening of teaching-research links and the clear gains in student engagement and learning. However, in order for IBL to be effective, teachers must be encouraged and supported to take on this facilitating role. When IBL elements are embedded in a more traditional curriculum, particular care needs to be taken so that students and teachers are carefully oriented to the expectations regarding the outcome of learning and teaching in this mode. (Contains 1 table and 2 figures.)"""
NaN		1867	"Spronken-Smith, R., et al. (2011). """"Enablers and Constraints to the Use of Inquiry-Based Learning in Undergraduate Education."""" Teaching in Higher Education 16(1): 15-28."""""	" This study involved a meta-analysis of 10 cases of inquiry-based learning (IBL) in undergraduate education to determine the factors which both enable and constrain its use. The enabling factors were found to include: teacher attributes--being student-centred, reflective but rebellious  course design attributes--questions stimulating learning, collaborative learning, progressive development of inquiry skills, required student preparation and constructive alignment  department and institutional attributes--IBL being more accepted if permeating a whole programme, the pivotal role of supportive senior management and assistance by staff developers. The major constraints were gaining philosophical buy-in to inquiry approaches  supporting transition to inquiry  developing self-reflection skills  and coping with varied assessment products. Departmental and institutional challenges included timetables and room allocation and the difficulty of recruiting teachers in a research intensive environment. Some strategies are suggested to help overcome these barriers. (Contains 3 tables and 1 note.)"""
NaN		1868	"Spronken-Smith, R., et al. (2012). """"Evaluating Student Perceptions of Learning Processes and Intended Learning Outcomes under Inquiry Approaches."""" Assessment & Evaluation in Higher Education 37(1): 57-72."""""	" Inquiry-based learning (IBL) is promoted as a teaching approach that can enhance student learning outcomes. IBL can be categorised according to scale (e.g. tasks, course/module/paper, degree), mode (structured, guided, open) and framing (information or discovery-oriented). Our research used a survey instrument to determine how student perceptions of learning processes and intended learning outcomes (ILOs) varied in response to courses with different modes and framing of IBL. The survey was completed by 940 students in 15 IBL courses across a range of disciplines and levels. All types of IBL courses were well rated by students for encouraging learning processes and ILOs congruent with a well-designed inquiry experience. Regarding modes of IBL, there was a clear hierarchy from open (most highly rated) to guided and then structured inquiry. For the framing of IBL, courses using discovery-oriented IBL were more highly rated than information-oriented IBL. Overall, the most highly rated course design was open, discovery-oriented IBL, but other types of IBL remained important in terms of developing research and inquiry skills. To determine whether all types of IBL courses are promoting enhanced ILOs compared to more traditionally taught courses, a comparative study should be undertaken. (Contains 2 tables and 6 figures.)"""
NaN		1865	"Spronken-Smith, R., et al. (2014). """"""""Learning Is an Endless Journey for Anyone"""": Undergraduate Awareness, Experiences and Perceptions of the Research Culture in a Research-Intensive University."""" Higher Education Research and Development 33(2): 355-371."""""	" Our study explored undergraduates' experiences of the research culture at a research-intensive university in southern New Zealand. In 2009, 1281 students responded to a survey that probed aspects of the research culture. Data were analysed through descriptive statistics and an inductive analysis of comments. Survey results for final-year students compared very favourably to students at UK and Canadian research-intensive universities and, indeed, our students reported higher ratings for some measures. It was clear there was increased awareness and experience of research in more advanced years of study. Overall, undergraduates reported mainly positive experiences of the research culture, such as increased understanding of the topic, greater motivation and inspiration, as well as learning research skills and practical applications of theory. Although encouraged by the results, there is much room for improvement. First-year students have lower levels of awareness of the research culture and few opportunities to engage in research. Current initiatives are underway to raise the profile of undergraduate research and it is hoped that surveys in future years will demonstrate an improvement in student realisation of the research culture within which they study."""
NaN		1870	"Spyridonidis, D., et al. (2016). """"The translation of management knowledge: Challenges, contributions and new directions."""" International Journal of Management Reviews 18(3): 231-235."""""	" Across many sectors, new developments and discourses that emphasize change, collaboration, shifting professional boundaries and increased sharing of knowledge are taking place. One is thus challenged to question and/or develop further understanding of how and to what extent new ideas, scientific developments and technologies are translated within such contexts and thereby extend management and organization studies. To advance understanding about this significant field in the scholarly community, this special issue has assembled a diverse set of papers, which review developments in translation theory and seek to encourage new thinking and frameworks and open up new directions in management and organization studies more generally. By reflecting on these papers, the authors summarize key challenges in translational research and new framings, and point to exciting new research opportunities that can be found in fruitfully comparing, elaborating, expanding, contrasting and blending extant perspectives. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"""
NaN		1871	"Squire, K. D. and M. Jan (2007). """"Mad City Mystery: Developing Scientific Argumentation Skills with a Place-Based Augmented Reality Game on Handheld Computers."""" Journal of Science Education and Technology 16(1): 5-29."""""	" While the knowledge economy has reshaped the world, schools lag behind in producing appropriate learning for this social change. Science education needs to prepare students for a future world in which multiple representations are the norm and adults are required to ""think like scientists."""" Location-based augmented reality games offer an opportunity to create a """"post-progressive"""" pedagogy in which students are not only immersed in authentic scientific inquiry, but also required to perform in adult scientific discourses. This cross-case comparison as a component of a design-based research study investigates three cases (roughly 28 students total) where an Augmented Reality curriculum, Mad City Mystery, was used to support learning in environmental science. We investigate whether augmented reality games on handhelds can be used to engage students in scientific thinking (particularly argumentation), how game structures affect students' thinking, the impact of role playing on learning, and the role of the physical environment in shaping learning. We argue that such games hold potential for engaging students in meaningful scientific argumentation. Through game play, players are required to develop narrative accounts of scientific phenomena, a process that requires them to develop and argue scientific explanations. We argue that specific game features scaffold this thinking process, creating supports for student thinking non-existent in most inquiry-based learning environments."""""
NaN		1872	"Sriwichai, P., et al. (2014). """"The Effectiveness of """"Knowledge Management System"""" in Research Mentoring Using Knowledge Engineering."""" International Education Studies 7(5): 25-38."""""	" Currently, many old universities in Thailand have been facing the occurrence of lecturer massive retirement. This leads to the large amount of newly Ph. D. graduate recruitment for taking immediate responsibilities to teach and conduct research without mentoring by senior staff as well as in new universities. Therefore, this paper aims to propose the ""Knowledge Management System Based Mentoring"""" which could be used to share and disseminate research experiences of the senior staff to enhance the abilities of newly Ph.D. graduate staff in the universities to supervise Ph.D. students to get the qualified research outputs. Knowledge engineering is employed to capture the effective mentoring practices particularly on Lateral Thinking in higher education. The Knowledge Management System had been implemented in department of Knowledge Management, The College of Arts, media and Technology, Chiang Mai University to mentor five newly Ph.D. graduate staff. The study explored the effectiveness of KMS in the case study of Ph.D. program in Knowledge Management is elicited from three senior professors (in social science, mathematics, as well as computer science and knowledge management) and modeled in CommonKADS. The Knowledge Management department is utilizing this mentoring knowledge for improving the research performance. The major output of the study is the effectiveness of """"Knowledge Management System"""" KMS that helps to enhance abilities of newly Ph.D. graduate staff to supervise Ph.D. students productively."""""
NaN		1902	"Stößlein, M. and J. J. Kanet (2008). """"Developing undergraduate student research experiences in operations management."""" Decision Sciences Journal of Innovative Education 6(2): 495-502."""""	" The authors outline the undergraduate research experience at the University of Dayton for students in the Operations Management program. It constitutes roughly 35% of the semester schedule of Supply Chain Management Strategies, a final core course for students in the fourth year. The goal of the program is to infuse an attitude of lifelong learning, to sharpen students' objectivity, to enhance their ability to search and filter relevant information, and to improve their writing and oral presentation skills. The program helps students specialize 'just-in-time,' that is, weeks before graduating, on a topic of their interest and choice, respectively. The feasibility of transferability to other institutions is increased through content packages, which can be rapidly adjusted to emphasize specific research requirements. The program reflects a marked change in teaching Operations Management. The active individual research experience, enhanced interaction between instructor and learner, and the professional setting while presenting findings create a learning environment, which is unique to undergraduate students. Although it is a small step in the promotion of undergraduate research experiences in Operations Management, the course concept can conceivably be generalized to other business majors as well. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"""
NaN		1873	"Stacey, G., et al. (2015). """"Combining lived experience with the facilitation of enquiry-based learning: a """"trigger' for transformative learning."""" Journal of Psychiatric and Mental Health Nursing 22(7): 522-528."""""	" Accessible summary What is known on the subject The values underpinning recovery-orientated practice are recited in the literature and influential in the content of mental health nurse education internationally. However, scepticism exists regarding the degree to which students' assimilate the principles of recovery into their practice due to the troublesome and challenging nature of learning at a transformational level, also known as threshold concept learning. Evaluation suggests that this combination of educational approaches positively influences students' prior understandings, beliefs and values in relation to the prospect for people with significant mental health problems to recover. The components of threshold concepts are useful as a deductive framework for the evaluation of educational initiatives which attempt to initiate transformative learning. While this forum clearly holds significant potential for student development, support and preparation is needed for both the student and the facilitator in order to enable the possibility of learning which influences attitudes, beliefs and practice. Abstract The aim of this paper is to discuss the potential for combining lived experience of mental distress with the facilitation of enquiry-based learning (EBL) to act as a trigger for transformative learning in the context of promoting the understanding of mental health recovery' in nurse education.The values underpinning recovery-orientated practice are recited in the literature and influential in mental health nurse education internationally. However, scepticism exists regarding the degree to which students assimilate into their practice. An open-ended was distributed to a cohort of pre-registration nursing students receiving the co-facilitated EBL (n = 112). Data demonstrated how the specific attributes of this educational approach were identified by students as impacting positively on ill-informed preconceptions, understanding of complex theory and their future practice. Results were considered in light of the identification of recovery' as a threshold concept' and offered evidence to support the value of this specific educational forum in the promotion of learning which is transformative, integrative, bounded and at times troublesome. Support and significant preparation is needed for both the student and the facilitator in order to enable the possibility of transformatory learning."""
NaN		1874	"Stamatakis, K. A., et al. (2013). """"Developing the next generation of dissemination and implementation researchers: insights from initial trainees."""" Implementation Science 8."""""	" Background: Dissemination and implementation (D&I) research is a relatively young discipline, underscoring the importance of training and career development in building and sustaining the field. As such, D&I research faces several challenges in designing formal training programs and guidance for career development. A cohort of early-stage investigators (ESI) recently involved in an implementation research training program provided a resource for formative data in identifying needs and solutions around career development. Results: Responses outlined fellows' perspectives on the perceived usefulness and importance of, as well as barriers to, developing practice linkages, acquiring additional methods training, academic advancement, and identifying institutional supports. Mentorship was a cross-cutting issue and was further discussed in terms of ways it could foster career advancement in the context of D&I research. Conclusions: Advancing an emerging field while simultaneously developing an academic career offers a unique challenge to ESIs in D&I research. This article summarizes findings from the formative data that outlines some directions for ESIs and provides linkages to the literature and other resources on key points."""
NaN		1875	"Stamopoulos, E. (2015). """"The Professional Leadership and Action Research Training Model: Supporting early childhood leadership."""" Australasian Journal of Early Childhood 40(4): 39-48."""""	" THIS PAPER CONTRIBUTES TO the discussion on early childhood leadership, pedagogy and change management during times of intense change. The study reported was funded by the Association of Independent Schools of Western Australia (AISWA) to strengthen pedagogical knowledge and leadership capacity in teachers aspiring to be early childhood leaders. A Professional Leadership and Action Research (PLAR) Training Model, was developed by the researcher and evaluated by 17 independent school teachers who completed the study. Data were drawn from surveys, conversations, interviews, focus groups, individual action research reports, reflective journals and document analysis. At the completion of the study, the 17 teacher leaders evaluated the PLAR Training Model as 'Excellent' or  Very Good', and validated its six elements, endorsing its capacity to strengthen leadership, pedagogy and research output."""
NaN		1876	"Stanford, J. S. and L. E. Duwel (2013). """"Engaging Biology Undergraduates in the Scientific Process through Writing a Theoretical Research Proposal."""" Bioscene: Journal of College Biology Teaching 39(2): 17-24."""""	" It has been suggested that research experiences are an important element that should be included in all undergraduate Biology curricula. This is a difficult suggestion to accommodate due to issues with cost, space and time. We addressed this challenge through development of a capstone project in which Biology majors work in groups to develop novel theoretical research proposals with guidance from a faculty mentor. Though students are not directly working at the bench, they are being mentored in aspects of the scientific process such as synthesizing information from the literature, asking novel research questions, constructing logical aims, designing experiments and writing scientifically. Since this project began, we have mentored 417 students in proposal writing and have assessed their experiences through pre-and post-surveys. Students have made gains in several areas, but most notably in their ability to pose novel questions and develop an experimental plan, and in the number of professional relationships they have with faculty members. Most faculty feel positively about mentoring these projects. In our view, this approach allows programs to engage a large number of students in the scientific process, and could be adapted for use in a variety of different university or college environments."""
NaN		1877	"Stanley, D. and J. Anderson (2015). """"Advice for running a successful research team."""" Nurse Researcher 23(2): 36-40."""""	" Aim To explore what is meant by a 'research team' and offer practical suggestions for supporting an effective and productive, collaborative research team. Background Collaborative research has become one of the main objectives of most higher education institutions and running effective research teams is central to achieving this aim. However, there is limited guidance in the literature about how to run or steer a research team. Data sources Search engines/databases used: CINAHL, Nursing and Allied Health Source, Primo search, Google search and Health Collection to access research articles and publications to support this topic. Literature search was extended to the end of 2014. Review methods Publications were reviewed for relevance to the topic via standard literature search. Discussion Research teams vary in size and composition, however they all require effective collaboration if they are to establish successful and flexible working relationships and produce useful and trustworthy research outputs. This article offers guidance for establishing and managing successful collaborative research relationships, building trust and a positive research team culture, clarifying team member roles, setting the teams' research agenda and managing the teams' functions so that team members feel able to contribute fully to the research goals and build a culture of support and apply 'emotional intelligence' throughout the process of building and running a successful research team. Conclusion Collaboration is a central component of establishing successful research teams and enabling productive research outputs. This article offers guidance for research teams to help them to function more effectively and allow all members to contribute fully to each team's goals. Implications for practice/research Research teams that have established trust and a positive team culture will result in more efficient working relationships and potentially greater productivity. The advice offered reinforces the value of having research teams with diverse members from different disciplines, philosophical roots and backgrounds. Each of these members should be able to contribute skills and expertise so that the parts of the team are able to develop 'synergy' and result in more productive, positive and rewarding research experiences, as well as more effective research."""
NaN		1878	"Starcic, A. I. (2010). """"Educational Technology for the Inclusive Classroom."""" Turkish Online Journal of Educational Technology - TOJET 9(3): 26-37."""""	" This paper presents and evaluates the development of an educational technology curriculum aimed at pre-service, primary education and undergraduates  the focus is on the incorporation of ICT competences for inclusive education. The framework was the introduction of SEVERI e-learning environment in Slovenian schools. Students were able to monitor the development and implementation of SEVERI tools for special needs pupils in Slovenian schools, and plan teaching and learning in SEVERI within their course project work. Within an educational technology curriculum, a competence framework was developed for fostering the use of ICT in the teaching of, and learning by, special needs pupils. This was achieved against the backcloth of the baseline learning objectives of autonomy, inquiry, creativity and innovation. In pre-service teacher education in educational technology, the focus is on inquiry based learning, and on planning and incorporating the innovative use of ICT into teaching  the emphasis is also on enhancing the student teachers' competences for his/her own professional development. In focusing more specifically on the use of ICT for special needs pupils, the aim is to carry into effect the principles of equality, diversity and inclusive education. The research was designed to evaluate the candidate students' learning and to consider the alignment of learning objectives and activities with learning outcomes in the new curriculum. The research questions considered within the paper are: (1) How the new curriculum assists mutual development of ICT didactical and technical competences? (2) How the project work based on SEVERI foster the learning objectives of autonomy, inquiry, creativity, and innovation in ICT implementation in inclusive classroom? (3) How is the project idea based on needs assessment in pedagogical practice? (4) How were the procedures of lesson planning conducted and how were lesson plans used in lesson performance? (Contains 1 figure and 5 tables.)"""
NaN		1879	"Stark, E. (2013). """"Real-Life Solutions to Real-Life Problems: Collaborating with a Non-Profit Foundation to Engage Honors Students in Applied Research."""" Journal of the National Collegiate Honors Council 14(2): 129-145."""""	" Colleges and universities have long emphasized undergraduate research experiences as valuable activities for students. Collegiate honors programs in particular have embraced the role of student research as an integral experience for high-ability students, leading the way in developing the thesis-based model of undergraduate research that is increasingly common in institutions of higher learning. However, one difficulty in getting honors students involved in research, particularly early in their years at college, is that they misunderstand what research entails or see it only as the province of laboratory-based science majors. Since the spring of 2012, the Minnesota State University, Mankato Honors Program has partnered with the Southern Minnesota Initiative Foundation (SMIF) to implement two separate approaches to developing honors students' research skills and broadening their understanding of the research process. Applied research opportunities for honors students were incorporated in two different settings: a course on research methods and an independent study research experience. Each approach was successful at building students' confidence in their research skills, giving them experience with applied research practices, and broadening their understanding of what constitutes research. This article describes the pros and cons of each approach and provides recommendations for how to form connections with community groups."""
NaN		1880	"Starkey, H. and N. Savvides (2009). """"Learning for Citizenship Online: How Can Students Develop Intercultural Awareness and Construct Knowledge Together?"""" Learning and Teaching: The International Journal of Higher Education in the Social Sciences 2(3): 31-49."""""	" This article evaluates ways in which students on an online Master's programme are learning about citizenship and developing intercultural awareness in spite of the lack of face-to-face interaction. There is still debate about the effectiveness of online courses and whether they provide an adequate substitute for, or even an improvement on, classroom-based learning. We employ qualitative research methods and deploy instruments for analysing constructivist learning to evaluate the extent to which students are constructing knowledge through online discussions as well as learning from research-led teaching materials. We also analyse online discussions for evidence of social presence, including the interventions of the course tutor. We conclude that students do feel themselves to be members of an international learning community and that their interactions can promote higher-order learning. We draw attention to some advantages of online courses such as the possibility of crafting a contribution and the availability of discussions as a resource. (Contains 1 table.)"""
